order_id,order_date,customer_name,order_priority,product_id,quantity
ES-2014-1383281,24-04-2014,Stuart Calhoun,Medium,OFF-BI-10001119,5
CA-2014-125269,25-04-2014,Art Ferguson,Medium,OFF-BI-10001628,5
IN-2014-58173,2/5/2014,Julie Kriz,Medium,OFF-BI-10002684,5
CA-2014-132199,4/5/2014,Bill Overfelt,Medium,OFF-BI-10002133,5
ES-2014-5922411,9/5/2014,Alan Hwang,Medium,OFF-BI-10000972,5
US-2014-164882,9/5/2014,Andrew Allen,Medium,OFF-BI-10000814,5
MX-2014-100594,14-05-2014,Gary Zandusky,Medium,OFF-BI-10001324,5
ID-2014-54841,19-05-2014,Anthony O'Donnell,Medium,OFF-BI-10003340,5
US-2014-147998,20-05-2014,Sue Ann Reed,Medium,OFF-BI-10002082,5
ES-2014-1138814,21-05-2014,Hilary Holden,Medium,OFF-BI-10000179,5
MX-2014-152877,26-05-2014,Matthew Clasen,Medium,OFF-BI-10001275,5
CA-2014-146493,2/6/2014,Cynthia Voltz,Medium,OFF-BI-10003676,5
IN-2014-33666,4/6/2014,Keith Dawkins,Medium,OFF-BI-10003309,5
IN-2014-38664,10/6/2014,Jane Waco,Medium,OFF-BI-10004098,5
MX-2014-161536,12/6/2014,Stuart Calhoun,Medium,OFF-BI-10001304,5
IN-2014-51194,13-06-2014,Becky Pak,Medium,OFF-BI-10002919,5
IN-2014-64074,15-06-2014,Jason Gross,Medium,OFF-BI-10003397,5
ES-2014-4859001,17-06-2014,Jane Waco,Medium,OFF-BI-10004220,5
MX-2014-117590,18-06-2014,Erica Hackney,Medium,OFF-BI-10002727,5
ID-2014-57501,19-06-2014,Darrin Martin,Medium,OFF-BI-10001324,5
ES-2014-2210580,22-06-2014,Ross Baird,Medium,OFF-BI-10001808,5
CA-2014-124744,22-06-2014,Eugene Hildebrand,Medium,OFF-BI-10002852,5
IN-2014-62800,23-06-2014,Tony Chapman,Medium,OFF-BI-10002329,5
CA-2014-165757,23-06-2014,Paul Lucas,Medium,OFF-BI-10003982,5
ES-2014-4794612,24-06-2014,Paul Stevenson,Medium,OFF-BI-10004801,5
ES-2014-2504278,26-06-2014,Anthony O'Donnell,Medium,OFF-BI-10003068,5
ES-2014-4821212,27-06-2014,James Lanier,Medium,OFF-BI-10000620,5
ES-2014-5848816,30-06-2014,Becky Castell,Medium,OFF-BI-10002083,5
CA-2014-136623,12/7/2014,Tom Stivers,Medium,OFF-BI-10003708,5
IN-2014-72103,17-07-2014,Andrew Gjertsen,Medium,OFF-BI-10000698,5
CA-2014-122035,21-07-2014,Elizabeth Moffitt,Medium,OFF-BI-10000404,5
ES-2014-4403671,28-07-2014,Chris Cortes,Medium,OFF-BI-10001622,5
CA-2014-147032,1/8/2014,Laurel Beltran,Medium,OFF-BI-10003656,5
IN-2014-57662,5/8/2014,Deborah Brumfield,Medium,OFF-BI-10002424,5
ES-2014-1424904,6/8/2014,Sylvia Foulston,Medium,OFF-BI-10002674,5
ID-2014-28913,7/8/2014,Toby Carlisle,Medium,OFF-BI-10001967,5
IN-2014-62730,9/8/2014,Frank Preis,Medium,OFF-BI-10004869,5
ES-2014-1766652,9/8/2014,Max Ludwig,Medium,OFF-BI-10000341,5
IT-2014-5774753,9/8/2014,Craig Leslie,Medium,OFF-BI-10001253,5
IT-2014-5774753,9/8/2014,Craig Leslie,Medium,OFF-BI-10004903,5
IT-2014-4709866,11/8/2014,Joni Wasserman,Medium,OFF-BI-10002570,5
IN-2014-69205,13-08-2014,Lena Creighton,Medium,OFF-BI-10002594,5
MX-2014-107839,15-08-2014,Anne McFarland,Medium,OFF-BI-10000185,5
ES-2014-1615264,16-08-2014,Gary Zandusky,Medium,OFF-BI-10001685,5
US-2014-111423,18-08-2014,Edward Hooks,Medium,OFF-BI-10003091,5
ID-2014-18644,18-08-2014,Henry MacAllister,Medium,OFF-BI-10001659,5
CA-2014-112809,19-08-2014,Russell Applegate,Medium,OFF-BI-10001098,5
ES-2014-1009423,20-08-2014,Heather Jas,Medium,OFF-BI-10001723,5
US-2014-111241,21-08-2014,Gene McClure,Medium,OFF-BI-10002867,5
ES-2014-3629794,21-08-2014,David Wiener,Medium,OFF-BI-10004541,5
IN-2014-61869,25-08-2014,Clytie Kelty,Medium,OFF-BI-10004589,5
CA-2014-126067,29-08-2014,Kristina Nunn,Medium,OFF-BI-10001658,5
ES-2014-4592758,1/9/2014,Chuck Sachs,Medium,OFF-BI-10004712,5
CA-2014-107909,2/9/2014,Sung Shariari,Medium,OFF-BI-10003476,5
US-2014-138051,3/9/2014,Michael Nguyen,Medium,OFF-BI-10000051,5
CA-2014-123022,4/9/2014,Sample Company A,Medium,OFF-BI-10002225,5
CA-2014-109757,5/9/2014,Maribeth Dona,Medium,OFF-BI-10004001,5
MX-2014-148285,5/9/2014,Alejandro Savely,Medium,OFF-BI-10000925,5
IT-2014-5878187,8/9/2014,Theone Pippenger,Medium,OFF-BI-10001507,5
ES-2014-2933395,11/9/2014,Allen Rosenblatt,Medium,OFF-BI-10004328,5
ES-2014-4438910,25-09-2014,Sanjit Chand,Medium,OFF-BI-10004903,5
ES-2014-1679056,25-09-2014,Kelly Andreada,Medium,OFF-BI-10002799,5
CA-2014-112004,26-09-2014,Adam Hart,Medium,OFF-BI-10003476,5
ES-2014-3575398,30-09-2014,Anthony Garverick,Medium,OFF-BI-10004448,5
ES-2014-4358524,2/10/2014,Dean percer,Medium,OFF-BI-10001820,5
MX-2014-168543,6/10/2014,Lisa DeCherney,Medium,OFF-BI-10001191,5
IN-2014-62268,7/10/2014,Ross DeVincentis,Medium,OFF-BI-10000854,5
MX-2014-113922,8/10/2014,Chad Sievert,Medium,OFF-BI-10000930,5
CA-2014-128426,8/10/2014,Joe Kamberova,Medium,OFF-BI-10000756,5
MX-2014-101084,10/10/2014,Dorothy Wardle,Medium,OFF-BI-10001613,5
CA-2014-126536,13-10-2014,Neil Knudson,Medium,OFF-BI-10001191,5
CA-2014-158386,17-10-2014,Bobby Odegard,Medium,OFF-BI-10003719,5
CA-2014-158743,21-10-2014,Ivan Gibson,Medium,OFF-BI-10003364,5
IN-2014-16488,22-10-2014,Maureen Gnade,Medium,OFF-BI-10004700,5
ID-2014-20205,22-10-2014,Jasper Cacioppo,Medium,OFF-BI-10000698,5
MX-2014-118206,22-10-2014,John Huston,Medium,OFF-BI-10003856,5
ES-2014-5326420,24-10-2014,Mitch Webber,Medium,OFF-BI-10004722,5
MX-2014-157798,30-10-2014,Katherine Nockton,Medium,OFF-BI-10003373,5
CA-2014-123967,2/11/2014,Sarah Foster,Medium,OFF-BI-10001308,5
MX-2014-132619,12/11/2014,Lisa DeCherney,Medium,OFF-BI-10003373,5
CA-2014-110842,12/11/2014,Guy Armstrong,Medium,OFF-BI-10000977,5
IT-2014-5319822,12/11/2014,Linda Cazamias,Medium,OFF-BI-10000440,5
CA-2014-164168,13-11-2014,Lindsay Shagiari,Medium,OFF-BI-10000666,5
IN-2014-65992,18-11-2014,Corey-Lock,Medium,OFF-BI-10000561,5
IN-2014-34632,20-11-2014,Mike Pelletier,Medium,OFF-BI-10000006,5
MX-2014-113397,22-11-2014,Thomas Boland,Medium,OFF-BI-10001254,5
US-2014-126998,26-11-2014,Aimee Bixby,Medium,OFF-BI-10001324,5
ID-2014-26008,28-11-2014,Maris LaWare,Medium,OFF-BI-10002684,5
MX-2014-140676,29-11-2014,Michael Moore,Medium,OFF-BI-10001002,5
CA-2014-148691,4/12/2014,Chuck Sachs,Medium,OFF-BI-10001524,5
US-2014-122714,8/12/2014,Henry Goldwyn,Medium,OFF-BI-10001120,5
MX-2014-160738,10/12/2014,Scott Williamson,Medium,OFF-BI-10004908,5
CA-2014-102659,10/12/2014,Luke Weiss,Medium,OFF-BI-10000088,5
CA-2014-129833,10/12/2014,Herbert Flentye,Medium,OFF-BI-10004182,5
MX-2014-140438,12/12/2014,Ben Ferrer,Medium,OFF-BI-10000136,5
CA-2014-153871,12/12/2014,Richard Bierner,Medium,OFF-BI-10004209,5
CA-2014-133431,18-12-2014,Logan Currie,Medium,OFF-BI-10000605,5
CA-2014-104927,23-12-2014,Alex Grayson,Medium,OFF-BI-10003429,5
ES-2014-2688044,29-12-2014,Annie Thurman,Medium,OFF-BI-10002718,5
CA-2014-135111,29-12-2014,Christopher Schild,Medium,OFF-BI-10004040,5
ID-2014-40281,30-12-2014,Ryan Akin,Medium,OFF-BI-10001399,5
ES-2014-4785777,31-12-2014,Dennis Pardue,Medium,OFF-BI-10000620,5
ES-2011-4436456,26-01-2011,Hunter Glantz,Medium,OFF-BI-10001384,6
NI-2011-2370,30-01-2011,David Philippe,Medium,OFF-WIL-10000986,6
IN-2011-72334,31-01-2011,Sarah Foster,Medium,OFF-BI-10004181,6
US-2011-118892,1/2/2011,Dave Hallsten,Medium,OFF-BI-10000719,6
ES-2011-2377967,24-02-2011,Julie Creighton,Medium,OFF-BI-10002172,6
IN-2011-52146,1/3/2011,Brian DeCherney,Medium,OFF-BI-10000583,6
CA-2011-169061,5/3/2011,Aimee Bixby,Medium,OFF-BI-10001617,6
IN-2011-30306,8/3/2011,Steve Carroll,Medium,OFF-BI-10002708,6
CA-2011-118339,17-03-2011,Bradley Nguyen,Medium,OFF-BI-10000136,6
ES-2011-1443340,21-04-2011,Joy Smith,Medium,OFF-BI-10000620,6
IN-2011-45041,6/5/2011,Magdelene Morse,Medium,OFF-BI-10002446,6
IN-2011-10419,6/5/2011,Alejandro Savely,Medium,OFF-BI-10003475,6
ES-2011-1657853,27-05-2011,David Philippe,Medium,OFF-BI-10001833,6
US-2011-162460,9/6/2011,Valerie Mitchum,Medium,OFF-BI-10000136,6
ID-2011-85928,15-06-2011,Todd Sumrall,Medium,OFF-BI-10003452,6
NI-2011-8500,20-06-2011,Ann Steele,Medium,OFF-IBI-10000080,6
CA-2011-107139,5/7/2011,Dennis Pardue,Medium,OFF-BI-10001670,6
CA-2011-100090,8/7/2011,Ed Braxton,Medium,OFF-BI-10001597,6
CA-2011-113271,9/7/2011,Darrin Sayre,Medium,OFF-BI-10002609,6
US-2011-129504,22-07-2011,Max Jones,Medium,OFF-BI-10000280,6
NI-2011-5880,1/8/2011,John Lee,Medium,OFF-CAR-10004661,6
ID-2011-60833,17-08-2011,Toby Carlisle,Medium,OFF-BI-10001067,6
MX-2011-140648,7/9/2011,Beth Thompson,Medium,OFF-BI-10001248,6
MX-2011-100587,26-09-2011,Sample Company A,Medium,OFF-BI-10000280,6
MX-2011-100587,26-09-2011,Sample Company A,Medium,OFF-BI-10002523,6
CA-2011-155264,19-10-2011,Rachel Payne,Medium,OFF-BI-10003727,6
MX-2011-127670,19-10-2011,Juliana Krohn,Medium,OFF-BI-10004145,6
IT-2011-4378136,28-10-2011,Laurel Beltran,Medium,OFF-BI-10004722,6
EG-2011-120,1/11/2011,Sarah Jordon,Medium,OFF-AVE-10004556,6
SA-2011-1130,1/11/2011,Hallie Redmond,Medium,OFF-AVE-10004556,6
IR-2011-3940,6/12/2011,Herbert Flentye,Medium,OFF-WIL-10002233,6
CA-2011-142510,22-12-2011,Nora Preis,Medium,OFF-BI-10002824,6
MO-2011-6660,24-12-2011,Jennifer Ferguson,Medium,OFF-AVE-10002024,6
CA-2012-158701,5/1/2012,James Lanier,Medium,OFF-BI-10001294,6
TU-2012-220,9/1/2012,Robert Waldorf,Medium,OFF-CAR-10001911,6
ES-2012-2242548,23-01-2012,Carol Adams,Medium,OFF-BI-10000171,6
ID-2012-23733,6/2/2012,Joe Elijah,Medium,OFF-BI-10001200,6
CA-2012-115742,18-04-2012,Darren Powers,Medium,OFF-BI-10004410,6
ID-2012-21248,28-04-2012,Alan Schoenberger,Medium,OFF-BI-10000698,6
HR-2012-1600,23-05-2012,Jason Fortune-,Medium,OFF-CAR-10002942,6
US-2012-132836,1/6/2012,Ashley Jarboe,Medium,OFF-BI-10004224,6
IN-2012-38958,5/6/2012,David Wiener,Medium,OFF-BI-10000777,6
NI-2012-9890,9/6/2012,Anna Andreadi,Medium,OFF-CAR-10003030,6
IN-2012-59874,11/6/2012,Brooke Gillingham,Medium,OFF-BI-10000721,6
MX-2012-134712,27-06-2012,Maribeth Schnelling,Medium,OFF-BI-10001324,6
IN-2012-37362,27-06-2012,David Bremer,Medium,OFF-BI-10003779,6
CA-2012-132626,9/7/2012,Brian Thompson,Medium,OFF-BI-10001634,6
ES-2012-5053715,13-07-2012,Craig Leslie,Medium,OFF-BI-10004801,6
CA-2012-148180,26-07-2012,Bart Pistole,Medium,OFF-BI-10003314,6
ES-2012-3603495,15-08-2012,Shahid Shariari,Medium,OFF-BI-10003708,6
ID-2012-15641,5/9/2012,Shaun Weien,Medium,OFF-BI-10002881,6
CA-2012-130785,5/9/2012,Arthur Gainer,Medium,OFF-BI-10001900,6
ES-2012-5776825,11/9/2012,Penelope Sewall,Medium,OFF-BI-10003320,6
ES-2012-5642589,14-09-2012,Keith Herrera,Medium,OFF-BI-10003774,6
US-2012-150630,17-09-2012,Tracy Blumstein,Medium,OFF-BI-10001525,6
CA-2012-129546,28-09-2012,Roy Phan,Medium,OFF-BI-10004001,6
CA-2012-104493,2/10/2012,Ed Braxton,Medium,OFF-BI-10004817,6
CA-2012-113901,19-10-2012,Nicole Hansen,Medium,OFF-BI-10001249,6
IN-2012-17398,24-10-2012,Theresa Coyne,Medium,OFF-BI-10001096,6
MX-2012-101462,29-10-2012,Guy Phonely,Medium,OFF-BI-10003883,6
IN-2012-30572,1/11/2012,Troy Blackwell,Medium,OFF-BI-10003784,6
MX-2012-147200,8/11/2012,Jennifer Halladay,Medium,OFF-BI-10004624,6
CA-2012-111990,8/11/2012,Duane Benoit,Medium,OFF-BI-10003291,6
MZ-2012-5290,9/11/2012,Rob Haberlin,Medium,OFF-IBI-10004855,6
CA-2012-136147,13-11-2012,Fred McMath,Medium,OFF-BI-10004224,6
TU-2012-3340,15-11-2012,Karl Braun,Medium,OFF-CAR-10002375,6
ID-2012-27450,16-11-2012,Adam Hart,Medium,OFF-BI-10003713,6
US-2012-165743,20-11-2012,Michelle Moray,Medium,OFF-BI-10001758,6
ES-2012-1450950,21-11-2012,Shaun Chance,Medium,OFF-BI-10001253,6
CA-2012-135545,24-11-2012,Kunst Miller,Medium,OFF-BI-10001078,6
ES-2012-4641801,27-11-2012,Dorothy Dickinson,Medium,OFF-BI-10000346,6
ID-2012-24111,28-11-2012,Sarah Foster,Medium,OFF-BI-10003142,6
ES-2012-4269542,30-11-2012,Nick Zandusky,Medium,OFF-BI-10002047,6
CA-2012-142475,3/12/2012,Bill Stewart,Medium,OFF-BI-10003718,6
MX-2012-161214,8/12/2012,Mark Hamilton,Medium,OFF-BI-10004830,6
HR-2012-5400,10/12/2012,Beth Paige,Medium,OFF-CAR-10002942,6
IN-2012-28171,19-12-2012,Keith Herrera,Medium,OFF-BI-10001326,6
AO-2012-2650,20-12-2012,Sarah Foster,Medium,OFF-CAR-10001577,6
IT-2013-1498487,7/1/2013,Monica Federle,Medium,OFF-BI-10004722,6
MX-2013-168123,31-01-2013,Rick Hansen,Medium,OFF-BI-10001191,6
ID-2013-23495,7/2/2013,Shahid Hopkins,Medium,OFF-BI-10004869,6
CA-2013-104969,9/4/2013,Eugene Hildebrand,Medium,OFF-BI-10004224,6
US-2013-151225,15-04-2013,Grace Kelly,Medium,OFF-BI-10003934,6
US-2013-117772,25-04-2013,Claire Gute,Medium,OFF-BI-10000517,6
IN-2013-31650,3/5/2013,Roland Murray,Medium,OFF-BI-10004140,6
US-2013-144057,10/5/2013,Cynthia Voltz,Medium,OFF-BI-10002353,6
MX-2013-162453,18-05-2013,Ed Ludwig,Medium,OFF-BI-10004177,6
SU-2013-4080,1/6/2013,Joy Daniels,Medium,OFF-AVE-10004556,6
ES-2013-5863928,11/6/2013,Ross Baird,Medium,OFF-BI-10000894,6
MX-2013-158211,14-06-2013,Neola Schneider,Medium,OFF-BI-10001504,6
EG-2013-8420,18-06-2013,Ashley Jarboe,Medium,OFF-WIL-10002772,6
MX-2013-163776,26-06-2013,Pauline Webber,Medium,OFF-BI-10003903,6
IN-2013-44537,28-06-2013,Kean Takahito,Medium,OFF-BI-10004553,6
HR-2013-3470,3/7/2013,Brad Eason,Medium,OFF-CAR-10004661,6
SG-2013-8850,6/7/2013,Harry Greene,Medium,OFF-IBI-10003541,6
MX-2013-115868,6/7/2013,Jim Sink,Medium,OFF-BI-10001430,6
IN-2013-46896,16-07-2013,Deanra Eno,Medium,OFF-BI-10003309,6
MX-2013-102092,20-07-2013,Erin Ashbrook,Medium,OFF-BI-10000029,6
ID-2013-48709,2/8/2013,Charles Sheldon,Medium,OFF-BI-10004483,6
UP-2013-9460,8/8/2013,Alex Avila,Medium,OFF-ACC-10004182,6
SF-2013-800,13-08-2013,Brian Derr,Medium,OFF-IBI-10003732,6
CA-2013-101980,20-08-2013,Resi Pölking,Medium,OFF-BI-10000666,6
IN-2013-35745,21-08-2013,Jason Fortune-,Medium,OFF-BI-10000583,6
IN-2013-47911,22-08-2013,Sarah Foster,Medium,OFF-BI-10000583,6
UP-2013-3000,5/9/2013,Nora Paige,Medium,OFF-CAR-10004229,6
CA-2013-162383,6/9/2013,Maribeth Dona,Medium,OFF-BI-10001757,6
IN-2013-46406,10/9/2013,Victoria Pisteka,Medium,OFF-BI-10000590,6
ES-2013-2212734,12/9/2013,Anthony Jacobs,Medium,OFF-BI-10002935,6
NI-2013-3910,21-10-2013,Speros Goranitis,Medium,OFF-AVE-10002079,6
ES-2013-2313397,24-10-2013,Laurel Elliston,Medium,OFF-BI-10001507,6
MX-2013-122504,28-10-2013,Gary Zandusky,Medium,OFF-BI-10000930,6
IT-2013-2626751,30-10-2013,Deirdre Greer,Medium,OFF-BI-10001384,6
CA-2013-128867,4/11/2013,Clay Ludtke,Medium,OFF-BI-10003981,6
ES-2013-4954697,15-11-2013,Logan Currie,Medium,OFF-BI-10003899,6
US-2013-132577,23-11-2013,Jeremy Ellison,Medium,OFF-BI-10003196,6
US-2013-132577,23-11-2013,Jeremy Ellison,Medium,OFF-BI-10004040,6
ES-2013-2062612,30-11-2013,Craig Carroll,Medium,OFF-BI-10000538,6
IZ-2013-580,30-11-2013,Eileen Kiefer,Medium,OFF-WIL-10002772,6
IN-2013-74182,30-11-2013,Muhammed Lee,Medium,OFF-BI-10003142,6
IN-2013-86754,17-12-2013,Doug O'Connell,Medium,OFF-BI-10000172,6
CA-2013-134936,20-12-2013,Erin Smith,Medium,OFF-BI-10000174,6
IT-2013-2594219,30-12-2013,Christopher Martinez,Medium,OFF-BI-10004628,6
CA-2013-117226,31-12-2013,Keith Dawkins,Medium,OFF-BI-10004654,6
ES-2014-4079805,21-01-2014,Liz Thompson,Medium,OFF-BI-10001833,6
ES-2014-5706764,31-01-2014,Tracy Collins,Medium,OFF-BI-10003999,6
IR-2014-6500,28-02-2014,Shaun Weien,Medium,OFF-ACC-10002680,6
CA-2014-161046,6/3/2014,Claudia Bergmann,Medium,OFF-BI-10002026,6
CA-2014-110884,8/3/2014,Shahid Hopkins,Medium,OFF-BI-10003669,6
IN-2014-39735,17-03-2014,Brad Eason,Medium,OFF-BI-10000373,6
CA-2014-142867,18-03-2014,Philisse Overcash,Medium,OFF-BI-10003166,6
SA-2014-7010,21-03-2014,Trudy Schmidt,Medium,OFF-IBI-10000440,6
CA-2014-111591,22-03-2014,Paul Stevenson,Medium,OFF-BI-10004410,6
ES-2014-3878729,31-03-2014,Greg Guthrie,Medium,OFF-BI-10003708,6
MX-2014-164602,16-04-2014,Liz Pelletier,Medium,OFF-BI-10000335,6
CA-2014-134845,18-04-2014,Sharelle Roach,Medium,OFF-BI-10003355,6
NG-2014-370,21-04-2014,Rob Dowd,Medium,OFF-CAR-10000319,6
MX-2014-126571,30-04-2014,Max Engle,Medium,OFF-BI-10000136,6
US-2014-114958,2/5/2014,Nora Preis,Medium,OFF-BI-10000542,6
GV-2014-9540,16-05-2014,Sandra Flanagan,Medium,OFF-AVE-10002892,6
MX-2014-157336,19-05-2014,Nora Pelletier,Medium,OFF-BI-10004200,6
MX-2014-162117,2/6/2014,Don Jones,Medium,OFF-BI-10001598,6
US-2014-156195,6/6/2014,David Smith,Medium,OFF-BI-10004654,6
MX-2014-165295,10/6/2014,Meg O'Connel,Medium,OFF-BI-10004275,6
CA-2014-134565,12/6/2014,Tom Boeckenhauer,Medium,OFF-BI-10001759,6
ES-2014-2742229,13-06-2014,Gary Hwang,Medium,OFF-BI-10002128,6
MX-2014-168641,13-06-2014,Mark Van Huff,Medium,OFF-BI-10000517,6
NI-2014-2000,17-06-2014,Duane Huffman,Medium,OFF-ACC-10002343,6
CA-2014-101049,22-06-2014,Alan Shonely,Medium,OFF-BI-10001510,6
IT-2014-5950843,27-06-2014,Maureen Fritzler,Medium,OFF-BI-10002040,6
CM-2014-400,27-06-2014,Brendan Dodson,Medium,OFF-AVE-10002024,6
ID-2014-52349,22-07-2014,Natalie Fritzler,Medium,OFF-BI-10000439,6
ES-2014-2525492,28-07-2014,Anne McFarland,Medium,OFF-BI-10001804,6
ES-2014-1424904,6/8/2014,Sylvia Foulston,Medium,OFF-BI-10001124,6
ES-2014-1182889,7/8/2014,Pete Takahito,Medium,OFF-BI-10004801,6
GG-2014-4090,11/8/2014,Sarah Jordon,Medium,OFF-AVE-10000357,6
CA-2014-152310,13-08-2014,Dana Kaydos,Medium,OFF-BI-10004308,6
CA-2014-128363,14-08-2014,Dan Campbell,Medium,OFF-BI-10001359,6
ES-2014-1331794,18-08-2014,Meg O'Connel,Medium,OFF-BI-10001249,6
ES-2014-5091205,19-08-2014,Delfina Latchford,Medium,OFF-BI-10000171,6
US-2014-102183,22-08-2014,Pete Kriz,Medium,OFF-BI-10001359,6
ES-2014-1928209,27-08-2014,Stephanie Ulpright,Medium,OFF-BI-10004628,6
IN-2014-85858,1/9/2014,Rose O'Brian,Medium,OFF-BI-10002734,6
MX-2014-163426,10/9/2014,Sam Zeldin,Medium,OFF-BI-10003952,6
MX-2014-114097,16-09-2014,Bill Eplett,Medium,OFF-BI-10000769,6
ES-2014-2790834,16-09-2014,Karen Daniels,Medium,OFF-BI-10003724,6
CA-2014-123778,24-09-2014,Bruce Stewart,Medium,OFF-BI-10000822,6
EG-2014-2170,28-09-2014,Vicky Freymann,Medium,OFF-ACC-10001703,6
MD-2014-4350,30-09-2014,Arthur Prichep,Medium,OFF-ACC-10000102,6
CA-2014-141873,10/10/2014,Harry Greene,Medium,OFF-BI-10003655,6
US-2014-169740,3/11/2014,Paul Lucas,Medium,OFF-BI-10003373,6
CA-2014-121160,5/11/2014,Frank Merwin,Medium,OFF-BI-10001308,6
CA-2014-102925,6/11/2014,Christina DeMoss,Medium,OFF-BI-10002735,6
ES-2014-2523142,17-11-2014,Carol Adams,Medium,OFF-BI-10003277,6
US-2014-116505,18-11-2014,Trudy Brown,Medium,OFF-BI-10000050,6
CA-2014-162929,20-11-2014,Adrian Shami,Medium,OFF-BI-10000404,6
CA-2014-103352,28-11-2014,Resi Pölking,Medium,OFF-BI-10001196,6
MO-2014-6060,28-11-2014,Phillina Ober,Medium,OFF-CAR-10001471,6
US-2014-105508,1/12/2014,Edward Nazzal,Medium,OFF-BI-10001324,6
IN-2014-24853,5/12/2014,Michelle Moray,Medium,OFF-BI-10000006,6
CA-2014-131212,6/12/2014,Alan Barnes,Medium,OFF-BI-10000145,6
ES-2014-5206561,9/12/2014,Fred Harton,Medium,OFF-BI-10004220,6
ES-2014-1984595,19-12-2014,Harold Engle,Medium,OFF-BI-10001804,6
EG-2014-1110,22-12-2014,Raymond Messe,Medium,OFF-CAR-10001746,6
CA-2014-107461,22-12-2014,Pete Kriz,Medium,OFF-BI-10002003,6
IZ-2014-6230,29-12-2014,Chris Selesnick,Medium,OFF-WIL-10002772,6
MO-2014-7020,29-12-2014,Alex Grayson,Medium,OFF-WIL-10004697,6
MX-2011-121202,8/1/2011,Christopher Martinez,Medium,OFF-BI-10002937,7
CA-2011-105417,8/1/2011,Vivek Sundaresam,Medium,OFF-BI-10003708,7
CA-2011-154599,12/4/2011,Kean Nguyen,Medium,OFF-BI-10002764,7
IT-2011-3053644,7/5/2011,Dianna Arnett,Medium,OFF-BI-10004328,7
CA-2011-152443,21-05-2011,Frank Gastineau,Medium,OFF-BI-10001071,7
MX-2011-145870,21-05-2011,Sonia Cooley,Medium,OFF-BI-10004491,7
ES-2011-2333773,21-05-2011,Grant Thornton,Medium,OFF-BI-10002083,7
IT-2011-4028329,28-06-2011,Jay Fein,Medium,OFF-BI-10003114,7
CA-2011-146640,30-06-2011,Helen Abelman,Medium,OFF-BI-10002867,7
IN-2011-10503,5/7/2011,Lena Hernandez,Medium,OFF-BI-10001096,7
IN-2011-67637,6/7/2011,Carl Ludwig,Medium,OFF-BI-10004666,7
ES-2011-4384804,12/7/2011,Christy Brittain,Medium,OFF-BI-10002511,7
IT-2011-3708838,5/8/2011,Bobby Odegard,Medium,OFF-BI-10000329,7
CA-2011-169726,9/8/2011,Joseph Holt,Medium,OFF-BI-10004600,7
US-2011-158498,15-08-2011,Jim Mitchum,Medium,OFF-BI-10002455,7
ES-2011-2075610,18-08-2011,Liz MacKendrick,Medium,OFF-BI-10002354,7
CA-2011-103702,12/9/2011,Art Foster,Medium,OFF-BI-10002429,7
US-2011-156216,13-09-2011,Erin Ashbrook,Medium,OFF-BI-10001679,7
MX-2011-169467,11/10/2011,Anthony Witt,Medium,OFF-BI-10000325,7
ID-2011-36333,13-10-2011,Seth Vernon,Medium,OFF-BI-10000389,7
IN-2011-73839,27-10-2011,Victoria Pisteka,Medium,OFF-BI-10003917,7
CA-2011-165764,3/11/2011,Shahid Hopkins,Medium,OFF-BI-10002982,7
CA-2011-123323,7/11/2011,Lena Hernandez,Medium,OFF-BI-10003684,7
MX-2011-138002,10/11/2011,Maribeth Dona,Medium,OFF-BI-10001362,7
MX-2011-140074,15-11-2011,Todd Boyes,Medium,OFF-BI-10000506,7
ES-2011-4253699,19-11-2011,Brendan Sweed,Medium,OFF-BI-10000542,7
US-2011-123183,19-11-2011,Georgia Rosenberg,Medium,OFF-BI-10002429,7
ID-2011-30922,28-11-2011,Alex Grayson,Medium,OFF-BI-10001286,7
CA-2011-148488,10/12/2011,Sally Matthias,Medium,OFF-BI-10000315,7
ES-2011-5338028,28-12-2011,Mick Hernandez,Medium,OFF-BI-10003899,7
CA-2011-131800,30-12-2011,Astrea Jones,Medium,OFF-BI-10003429,7
IT-2012-5303768,23-01-2012,Scot Coram,Medium,OFF-BI-10000972,7
ES-2012-2756176,25-01-2012,Ruben Ausman,Medium,OFF-BI-10000341,7
ID-2012-24510,2/3/2012,Darrin Sayre,Medium,OFF-BI-10004224,7
IN-2012-74049,20-03-2012,Ben Ferrer,Medium,OFF-BI-10000721,7
ES-2012-2501542,20-03-2012,Art Foster,Medium,OFF-BI-10001622,7
MX-2012-147886,11/4/2012,Carol Darley,Medium,OFF-BI-10000506,7
MX-2012-120292,3/5/2012,Shahid Shariari,Medium,OFF-BI-10003022,7
ES-2012-4711472,17-05-2012,Carl Jackson,Medium,OFF-BI-10003650,7
US-2012-123960,11/6/2012,Brian Dahlen,Medium,OFF-BI-10002799,7
IT-2012-4512208,11/6/2012,Mark Van Huff,Medium,OFF-BI-10000880,7
ES-2012-3791638,14-06-2012,Cathy Armstrong,Medium,OFF-BI-10001124,7
CA-2012-122287,18-06-2012,Skye Norling,Medium,OFF-BI-10004656,7
IN-2012-46903,22-06-2012,Jason Gross,Medium,OFF-BI-10003806,7
ES-2012-3603495,25-06-2012,Tanja Norvell,Medium,OFF-BI-10003068,7
ES-2012-3944475,29-06-2012,Steven Cartwright,Medium,OFF-BI-10003650,7
